,Category,Headline,SubHeading,isResult,isMaybe
1124,SPORT,Kenyaner smadrer verdensrekorden i sit kun tredje maraton,"Kelvin Kiptum skar 34 sekunder af verdensrekorden, da han vandt karrierens tredje maratonløb ",True,
1125,Fodbold ,Lewandowski udgik af CL-kamp - her er dommen,Robert Lewandowski er tvivlsom til rivalopgøret mod Real Madrid med en forstuvet ankel ,False,
1126,MMA ,Tiltalende idé lokker stadig Mark O. Madsen efter Skype-møde med præsident,"Præsidenten for UFC, Dana White, vil stadig arrangere kampe på en privat ø. Det kan ske fra 9. maj, og den idé tiltaler Mark O. Madsen ",False,
1127,Fodbold ,"- Det er blevet nævnt så mange gange, så nu skal pletten vaskes væk, siger 'AC'",Kasper Hjulmand vil have fjernet efterslæbet fra marts ,False,
1128,Boksning ,40-årige Pacquiao forsvarer sin WBA-titel,Bokseren Manny Pacquiao forsvarede søndag morgen dansk tid sin WBA-titel i vægtklassen weltervægt,True,
1129,OL,Sådan vinder Rindom OL-guld,"Selvom Anne-Marie Rindom på dramatisk vis måtte se sit forspring skrumpe gevaldigt ind fredag, har hun fortsat rigtig gode muligheder for OL-guld.",True,x
1130,BASKETBALL ,"Danmark et skridt nærmere EM: 'Det er en rigtig, rigtig stor ting for dansk basketball' ",Iffe Lundberg sikrede i de afgørende sekunder Danmark sejren over Hviderusland. Danmark er dermed videre til hovedrunden i EM-kvalifikationen ,True,
1131,Ishockey VM,"- En kæmpe forløsning, siger dansk kaptajn",De danske ishockeyherrer var både lykkelige og lettede efter det vilde comeback og den vigtige 5-2-sejr mod Hviderusland ved VM i Riga,True,
1132,Boksning ,"Bokser bliver suspenderet, efter han bed modstander","Bokseren Kash Ali bed sin modstander i en kamp i weekenden, og det koster briten en pause fra sporten",False,
1133,Cykling ,"Superfusion bliver ikke til noget, bekræfter Jumbo-Visma",Storholdene Jumbo-Visma og Soudal Quick-Step fortsætter hver for sig ,False,
1134,Ishockey VM,Sverige lever ved VM efter drama,Sverige slog Slovakiet ved VM takket være to scoringer i 3. periode. Det sidste mål blev endda sat ind i undertal,True,
1135,CYKLING ,Cykelstjernen Roglic skifter til tysk hold ,Primoz Roglic kommer derfor ikke længere til at være holdkammerat med Jonas Vingegaard ,False,
1136,Cykling ,Nu undskylder ryttere efter udelukkelse,"Gerben Thijssen og Madis Mihkels undskylder deres handlinger, som fik dem smidt ud af kinesisk etapeløb ",False,
1137,SPORT ,Danske femkæmpere i tvivl om fremtiden efter indgribende ændring: 'Det er trist' ,Fra 2028 vil ridning blive erstattet af forhindringsløb i moderne femkamp ved OL ,False,
1138,VM HÅNDBOLD ,"Landsholdet frygter, VM ødelægges af corona efter nyt smittetilfælde ","Mads Mensah Larsen er den anden danske landsholdsspiller, som testes positiv for corona få dage før VM i håndbold ",False,
1139,Volleyball ,Volleylandshold med gylden chance,"På lørdag har det danske herrelandshold i volleyball en gylden mulighed for at spille sig til 2. runde af OL-kvalifikationen, når Azerbajdjan kommer på besøg i Odense. Det første opgør i Baku blev nemlig vundet af Danmark 3-0 i sæt. En kamp, som blev spillet i en hal med bagende varme og et besynderligt lysindfald.",True,
1140,SPORT ,"Tredobbelt verdensmester i formel 1, Niki Lauda, er død ","Østrigeren Niki Lauda vandt motorløbet formel 1 tre gange. Han døde mandag, 70 år gammel ",False,
1141,SUPERLIGA ,Randers sætter en kæp i hjulet på Silkeborgs sejrsstime: Se weekendens mål her,Se alle mål fra alle weekendens Superligakampe her i artiklen ,True,
1142,Volleyball ,Rusland sejrer i Parken og vinder EM i volleyball,Ruslands olympiske mestre kan nu også kalde sig Europas bedste i volleyball,True,
1143,SPORT ,Mr. Swing King: Dansk træner er en del af revolutionen i verdens bedste baseball-liga ,Med en unik viden om brug af teknologi i baseballtræning er Daniel Nicolaisen med til at ændre måden at tænke og træne på i baseball-klubben St. Louis Cardinals ,False,
1144,Ishockey VM,Kæmpe comeback holder dansk VM-drøm i live,"Danmark kom et stort skridt nærmere VM-kvartfinalen, da danskerne fredag aften slog Hviderusland med 5-2 i gruppe A ved VM i Letland",True,
1145,SPORT ,Skandaleramt NFL-superstjerne er anklaget for voldtægt ,Efter et bizart forløb og holdskifte er NFL-stjernen Antonio Brown blevet anklaget for voldtægt af træner ,False,
1146,Ishockey,Coronasmitte aflyser ligakamp - hold deler pointene,"SønderjyskE og Odense Bulldogs deler pointene, efter at holdenes opgør blev aflyst grundet coronasmitte",False,
1147,Atletik ,Dansk sprinter misser medaljepodiet ved VM i atletik,"Benjamin Lobo Vedel leverede sit bedste og satte dansk rekord på 400 meteren, hvilket rakte til fjerdeplads",True,
1148,Amerikansk fodbold ,NFL-spiller smed ved en fejl værdifuld souvenir ud til fans,Hayden Hurst kalder sin handling for et blackout ,False,
1149,CHAMPIONS LEAGUE ,MINUT FOR MINUT United taber til Bayern i dramatisk Champions League-åbner ,Manchester United og Bayern München tørner sammen i Champions League. Følg med her ,True,
1150,KORT SPORT ,Voldsom trafik fik Ronaldos nye klubs hjemmeside til at crashe ,"Fodboldstjernen Cristiano Ronaldos nye klub Al Nassrs hjemmeside var fredag aften dansk tid nede. Hjemmesiden gik ned, efter at nyheden om, at Cristiano Ronaldo fra 2023 spiller i klubben, kom fredag aften ",False,
1151,Ishockey,Frederik Andersen og Bjorkstrand triumferer i NHL,Carolina Hurricanes og Frederik Andersen er fortsat ubesejret i NHL efter kneben sejr over bundhold,True,
1152,SUPERLIGA ,"Første FCK-nederlag i seks måneder åbner guldkampen: 'Vi vidste, at dagen ville komme' ",Silkeborg vandt torsdag eftermiddag 3-1 hjemme over FC København ,True,
1153,SPORT,"Er kinesiske Peng Shuai blevet overbevist om, at hun skal holde meget, meget lav profil?","Tennisboldene ryger igen gennem luften i Kina, som spillerorganisationen WTA har indset de ikke kan besejre. Dertil er den kinesiske stat for magtfuld og den økonomiske gulerod for fristende ",False,
1154,SVØMNING,Rusland og Hviderusland udelukkes fra VM i svømning,"Det Internationale Svømmeforbund har besluttet, at svømmere fra Rusland og Hviderusland ikke deltager i VM ",False,
1155,Ishockey,Amerikansk skarphed sikrer Sønderjyske sejr over Odense,Sønderjyske slog Odense Bulldogs med 3-1 og bragte sig foran på ny i kvartfinaleserien,True,
1156,SPORT ,VIDEO Ung Miami-dansker drømmer om OL i taekwondo ,Den 21-årige taekwondo-kæmper Sarah Malykke er hjemme i Danmark for at forsvare sit danmarksmesterskab ,False,
1157,Ishockey,Ehlers blev matchvinder for Winnipeg,Med en scoring i overtiden sikrede danske Nikolaj Ehlers en sejr til Winnipeg Jets over Columbus Blue Jackets med danske Oliver Bjorkstrand på holdet,True,
1158,Badminton ,Overraskende vinder i danskeropgør,Få overblikket over alle de danske kampe ved Denmark Open i artiklen ,True,
1159,BEIJING 2022 ,"OL lige nu: Den olympiske flamme er slukket, og vinterlegene er slut ",Følg de daglige resultater og historier fra vinter-OL i Beijing ,True,x
1160,TENNIS ,"Teenager tog ordet og takkede alle, der ikke havde troet på hende ",Coco Gauff vandt for en måned siden sin første WTA 500-turnering. Allerede få uger senere kan den 19-årige amerikaner nu kalde sig grand slam-vinder ,True,
1161,Håndbold ,Ikast slår Odense i topkamp,"Det var ligaens nummer to og tre, der mødtes onsdag aften ",True,
1162,Ishockey,Ligachef begræder nye aflysninger,To kampe onsdag og to kampe torsdag er blevet aflyst i Metal Ligaen som følge af coronasmitte,False,
1163,KORT SPORT ,Mikkel Hansen gør landsholdscomeback i november ,"Når Danmarks håndboldlandshold i november skal spille Golden League mod Norge, Spanien og Holland, er det igen med håndboldstjernen Mikkel Hansen på holdkortet ",False,
1164,Volleyball ,Danmark vil arrangere volley-EM,Dansk Volleyball Forbund vil forsøge at få EM i volleyball for herrer til Danmark i 2011. Det fortalte Dansk Volleyball Forbund på et pressemøde mandag eftermiddag.,False,
1165,SPORT ,Succes for dansk fægtning: Vinder VM-guld ,"Det har været et godt år for dansk fægtesport, og tirsdag vandt Reinhard Münster VM-guld på kårde ",True,
1166,Ishockey VM,- Det er fuldstændig vanvittigt,Canadiske Joe Veleno diskede op med en stor svinestreg i VM-opgøret mod Schweiz,False,
1167,FODBOLD ,Fodboldboss i opsigtsvækkende modangreb efter kritik: Uefa-beslutning om Rusland er slet ikke taget endnu,"Der er slet ikke taget en beslutning om, at russiske U17-spillere atter kan spille internationale kampe, fastslår DBU-formand Jesper Møller på et pressemøde i Brøndby ",False,
1168,GOLF ,I dag kulminerer drømmen for dansk golfspiller efter fem års kamp: 'Ret surrealistisk' ,"Sebastian Cappelen kvalificerede sig i juni til PGA Touren i USA, og i dag tager fynboen hul på sin første turnering ",True,x
1169,KORT SPORT ,Australier slår verdensrekord ved VM i svømning ,"Den australske svømmer Mollie O'Callaghan havde rekordmeget tempo på, da hun i dag vandt VM-guld i 200 meter fri ved verdensmesterskaberne i Japan ",True,
1170,Ishockey,Dansk NHL-stjerne skifter klub,Ishockeyprofil Oliver Bjorkstrand skifter til Seattle Kraken efter syv år hos Columbus Blue Jackets,False,
1171,Formel 1 ,Ekspert imponeret: - Han nærmer sig de allerstørste,"Max Verstappen vandt lørdag aften sin tredje VM-titel i træk efter en ekstraordinær sæson, hvor den flyvende hollænder slår rekorder på stribe ",True,
1172,Fodbold ,Hjulmand udtager trup til EM-kval,Hvad skete der? Kasper Hjulmand udtog sin trup til de kommende EM-kvalifikationskampe mod Kasakhstan og San Marino ,False,
1173,Ishockey VM,"- Når han skriger, ved man, at det ikke er godt",Det danske landshold beskriver tabet af Oliver Lauridsen som et stort et af slagsen. Profilen er færdig ved VM efter en hård schweizisk tackling,False,
1174,Gymnastik ,Fænomen tager ny VM-guldmedalje,26-årige Simone Biles blev fredag verdensmester i all-around-konkurrencen for sjette gang i karrieren ,True,
1175,Håndbold ,Dansker storspiller i magtdemonstration,"Emil Nielsen storspillede, da Barcelona smadrede Magdeburg i Champions League ",True,
1176,Ishockey,Danmarks landstræner stopper - forbund vil ikke forlænge,"Det danske kvindelandshold i ishockey skal have ny træner. Peter Elander oplyser, at han er færdig i jobbet",False,
1177,Fodbold ,Israels EM-kvalkamp udsat,De israelske myndigheder vil ikke lade landsholdet forlade landet. Derfor udsættes en kamp i EM-kvalen ,False,
1178,KORT SPORT ,Afbrudt EM-kvalifikationskamp skal ikke genoptages ,"EM-kvalifikationskampen mellem Belgien og Sverige, der mandag aften blev afbrudt efter drabet på to svenske tilskuere i et terrorangreb i Bruxelles, skal ikke spilles færdig ",False,
1179,Ishockey VM,Offensiv forstærkning til dansk VM-hold,"Nicklas Jensen har ikke spillet ishockey siden oktober 2022, men nu melder han sig klar til VM i maj",False,
1180,Fodbold ,Neymar sætter målrekord,Neymar er nu alene indehaver af rekorden for flest mål for Brasiliens fodboldlandshold,False,
1181,BADMINTON ,Viktor Axelsen stormer mod triumf efter skadespause: 'Det har været hårdt' ,Efter tre ugers skadespause er badmintonstjernen vendt tilbage i kanonform og finaleklar i Indonesien ,True,
1182,BEIJING 2022 ,Danske speedskatere har trænet sammen i 15 år: Venskabet har vokset sig større end sporten,Viktor Hald Thorup og Stefan Due Schmidt har fulgtes ad siden 2004. Nu skal de i aktion ved deres andet OL sammen,False,
1183,Vinter-OL,"- Det gør oplevelsen større, at det er sammen med Frans",Barndomsvennerne Peter Regin og Frans Nielsen er to af nøglespillerne på det mandlige danske OL-ishockeylandshold,False,
1184,Håndbold ,Nyegaard måber over Landin-redning: - Har jeg ikke set før,Aalborg-målmanden hev en af de helt store redninger op i kampen mod Skanderborg AGF ,False,
1185,KORT SPORT ,Amerikansk liga afslører Messis gigantiske løn på 144 millioner kroner ,"Ingen fodboldspillere i USA tjener så godt, som Lionel Messi gør ",False,
1186,SPORT ,"Skaktalent indrømmer tidligere snyd, men vil spille nøgen for at modbevise nye anklager ",Det 19-årige skaktalent Hans Niemann nægter at have gjort noget forkert og vil spille nøgen for at bevise det ,False,
1187,Cykling ,Medie: Dét skal Vingegaards hold hedde,Jumbo udgår af Jumbo-Vismas navn i 2024 ,False,
1188,Fodbold ,Randers ødelægger Silkeborgs stime,"For første gang siden anden spillerunde gik Silkeborg IF fra banen uden at få point, da Randers vandt 1-0 ",True,
1189,Atletik ,Svensk fænomen forbedrer verdensrekord,"Armand Duplantis forbedrede søndag sin egen verdensrekord i stangspring til 6,23 meter ",True,
1190,TENNIS,Skade gør en fremragende semifinale til et antiklimaks,"Efter et fuldstændig fantastisk andet sæt blev Carlos Alcaraz skadet, så Novak Djokovic vandt semifinalen i French Open ",True,x
1191,Ishockey,21-årig dansker får debut i NHL,"Mads Søgaard stod på mål i hele kampen, da hans hold Ottawa Senators besejrede Detroit Red Wings 5-2",True,
1192,Ishockey VM,"- Det her bliver godt, spår landstræneren","Danmark vandt tirsdag hele 6-2 over Østrig. Nu venter Tyskland i en kamp, der kan blive afgørende for Danmarks VM-skæbne",True,
1193,KAMPSPORT ,"Rebekka Dahl smed gipsen seks dage inden, hun vandt VM-sølv i ju-jitsu ","Kæmperen kunne hverken bakke eller gå til venstre, da hun hev sølvet hjem på kampdagen ",True,
1194,Ishockey VM,Nu åbnes VM for tilskuere - men kun for en lille gruppe,Op mod 3658 tilskuere vil fra på tirsdag kunne indtage tribunerne ved VM i ishockey - fordelt på to arenaer,False,
1195,BEIJING 2022 ,Atleter har været tavse under OL - men kritikken af Kina kan begynde at komme nu ,De fleste atleter har været tavse om politiske budskaber under OL. Efterfølgende har to rejst spørgsmål om de olympiske værter ,False,
1196,FORMEL 1,Magnussen mangler fart i bilen og starter i den tunge ende af feltet,Kevin Magnussen var langsommere end Haas-kollegaen Mick Schumacher i Melbourne og røg ud af Q1 ,True,
1197,Cykling ,"- Den ligger ikke til højrebenet, siger ekspert om mulig Cavendish-rekord",Efter et års adskillelse skal Michael Mørkøv og Mark Cavendish igen køre på hold sammen ,False,
1198,OL PARIS 2024 ,Medaljehåb faldt til jorden og var på vej ud af OL i kørestol: Men så afviste hun lægernes hjælp og kæmpede sig i mål ,Katarina Johnson-Thompson er udgået af kvindernes syvkamp på grund af en skade. Men hun gav ikke op uden kamp ,False,
1199,Håndbold,Aalborg-spiller grædefærdig efter kæmpe forløsning,"Martin Larsen scorede sit første håndboldmål siden 2021, da Aalborg spillede uafgjort mod Ribe-Esbjerg",True,
1200,KORT SPORT ,Thomas Bach afviser ikke at fortsætte som IOC-præsident ,"Ifølge reglerne hos Den Internationale Olympiske Komité (IOC) kan Thomas Bach ikke fortsætte som præsident, når hans tredje periode i spidsen for IOC udløber i 2025, men det kan der måske blive lavet om på ",False,
1201,BASKETBALL ,Danske Okako åbner døren til verdens bedste basketliga: 'Jeg er stadig chokeret' ,"Danske Okako Adika er blandt kun 36 spillere, som er kommet igennem nåleøjet i den såkaldte WNBA-draft ",False,
1202,Sejlsport ,Rindom blandt de sidste tre nominerede til Årets Sportsnavn,Sejleren Anne-Marie Rindom er den anden af tre nominerede til at blive Årets Sportsnavn,False,
1203,Ishockey VM,"Danmark under stort pres: - De kommer med alt, de har","Det spidser til i Danmarks VM-gruppe, hvor de danske spillere mærker presset før mødet med Frankrig",False,
1204,Fodbold ,Polske og hollandske toppolitikere i clinch efter fodboldballade,Polens udenrigsministerium beskylder hollandsk politi for at have fordomme mod polakkere ,False,
1205,ISHOCKEY ,Ishockey-kvinders VM-skæbne i fare et halvt år efter historisk triumf ,"De danske ishockeykvinder leverede en mirakuløs præstation, da de slog stormagten Tjekkiet ved OL tilbage i februar ",True,
